url_length,special_chars_count,digits_count,subdomains_count,hyphens_count,has_ip_address,at_symbol_count,double_slash_count,suspicious_words_count,suspicious_tld,is_shortened,parameters_count,shannon_entropy,relative_entropy
71,7,16,2,0,0,0,1,0,0,0,0,4.563194965785046,0.7420134319527236
36,7,0,2,0,0,0,1,0,0,0,0,3.926733681937771,0.7595339740600272
54,11,0,2,4,0,0,1,0,0,0,0,4.092876280647646,0.7112000502371223
59,12,0,2,5,0,0,1,1,0,0,0,4.143603067427472,0.7043777826834108
64,14,0,2,0,0,0,1,0,0,0,0,4.2803888679951365,0.713398144665856
50,9,0,2,0,0,0,1,1,0,0,0,4.185979129983103,0.7416877732581254
65,11,20,4,1,0,0,1,0,0,0,0,4.418693490604955,0.733713653464639
46,7,0,2,0,0,0,1,0,0,0,0,3.824888793287065,0.6924677995315646
54,11,0,2,0,0,0,1,0,0,0,0,4.145742076430485,0.7203862933674989
99,15,5,1,2,0,0,1,1,0,0,0,4.514817984085109,0.6810341097671847
56,8,2,2,0,0,0,1,0,0,0,0,3.942669486565279,0.6789096825458624
46,8,0,1,0,0,0,1,0,0,0,0,3.971734173768879,0.7190530685391453
121,18,24,7,3,0,0,1,2,0,0,1,4.892627469282239,0.7071432548230988
51,10,0,2,1,0,0,1,0,0,0,0,4.225867743720175,0.7449842860781386
50,9,6,2,0,0,0,1,0,0,0,0,4.2166912610489,0.7471294659648672
31,7,1,2,0,0,0,1,0,0,0,0,4.0022680844408445,0.807854157101075
62,10,0,2,2,0,0,1,0,0,0,0,4.205864812989983,0.7063698598000552
938,14,679,2,0,0,0,1,3,0,0,1,4.005306101239569,0.4056645336314331
74,15,0,1,0,0,0,1,1,0,0,1,4.474269203549112,0.7205576626624552
38,9,0,2,0,0,0,1,0,0,0,1,4.306494947369445,0.8206086948300109
45,7,0,2,0,0,0,1,0,0,0,0,4.246539762611725,0.773243509636079
41,6,0,1,0,0,0,1,0,0,0,0,4.021113284630981,0.7505504904413202
19,4,0,1,0,0,0,1,0,0,0,0,3.431623565847431,0.807834774719492
52,7,0,1,1,0,0,1,0,0,0,0,4.188339901158579,0.7347397934635809
30,6,0,2,0,0,0,1,0,0,0,0,3.7647351787255054,0.7672343830316496
122,12,34,2,0,0,0,1,0,0,0,0,5.000965900855799,0.7215633282986785
46,8,0,2,0,0,0,1,0,0,0,0,4.284006521086277,0.7755876652000857
57,8,0,1,1,0,0,1,1,0,0,0,4.203173295049284,0.7205987571927791
154,14,27,4,0,0,0,1,0,0,0,0,5.022609458182805,0.691173385932774
28,6,0,2,0,0,0,1,0,0,0,0,4.012188403968661,0.8345937566538978
42,8,0,2,0,0,0,1,0,0,0,0,4.198532530221198,0.7786137575071789
73,12,0,2,0,0,0,1,1,0,0,0,4.5502275113223325,0.7351141325636614
25,7,2,2,0,0,0,1,0,0,0,0,3.733660689688186,0.8040000674244194
78,11,0,2,4,0,0,1,0,0,0,0,4.02733623976663,0.6407443946356766
69,9,6,4,0,0,0,1,2,0,0,0,4.357654892278536,0.7133727503445082
47,7,0,2,0,0,0,1,0,0,0,0,3.972914459600247,0.7152490608553895
58,8,0,2,0,0,0,1,0,0,0,0,4.2580846585849645,0.7268860486448598
48,8,0,2,0,0,0,1,0,0,0,0,4.074473053554116,0.7295434934483448
34,6,0,2,0,0,0,1,0,0,0,0,3.998652546878167,0.7859816713463057
19,6,0,2,0,0,0,1,0,0,0,0,3.787143960698139,0.8915274445509755
24,6,0,2,1,0,0,1,0,0,0,0,4.168295834054489,0.9091232116726952
119,18,20,4,0,0,0,1,2,0,0,1,4.802552001487789,0.6965451686113393
27,6,0,2,0,0,0,1,0,0,0,0,3.6800893536948074,0.7739592896825361
48,9,0,2,0,0,0,1,0,0,0,0,4.135299814773783,0.7404346607949139
40,8,0,3,1,0,0,1,0,0,0,0,4.087326145256009,0.768016040874847
21,5,0,1,0,0,0,1,0,0,0,0,3.748994803525096,0.853534579282143
42,6,0,2,0,0,0,1,1,0,0,0,4.15091348260215,0.7697828516302566
49,7,0,2,0,0,0,1,0,0,0,0,4.24156264992859,0.7554375502367559
29,6,0,2,0,0,0,1,0,0,0,0,3.9093680639438846,0.8047310328848298
54,9,5,2,2,0,0,1,0,0,0,0,4.536842363074259,0.7883459687732727
36,7,0,2,0,0,0,1,0,0,0,0,3.951194363083223,0.7642653156440207
78,13,1,2,0,0,0,1,0,0,0,1,4.716456110593722,0.7503825445633089
25,6,0,2,0,0,0,1,0,0,0,0,4.023465189601647,0.8664060696928746
72,12,3,2,1,0,0,1,1,0,0,0,4.504200565443741,0.7300251728166577
19,6,3,2,0,0,0,1,0,0,0,0,3.5766176449086657,0.8419676733158938
46,12,2,2,0,0,4,1,0,0,0,1,3.881195107760607,0.7026616409189682
29,7,0,2,1,0,0,1,0,0,0,0,3.624379701651112,0.7460670812187759
48,9,1,2,0,0,0,1,0,0,0,0,4.058208073322317,0.7266312124384545
264,16,64,2,1,0,0,1,0,0,0,1,5.539139606949533,0.6885713858325085
50,9,10,2,1,0,0,1,0,0,0,0,4.496174630069642,0.7966493969523181
27,7,0,2,1,0,0,1,0,0,0,0,4.032303242743952,0.8480333637566101
78,16,13,2,0,0,0,1,0,0,0,0,4.645817969512606,0.7391441005272004
102,12,23,1,1,0,0,1,0,0,0,0,4.653509504429942,0.6974239899183307
59,9,2,2,0,0,0,1,0,0,0,0,4.389200101252439,0.7461272194185888
124,20,6,2,2,0,0,1,0,0,0,1,5.159250716031781,0.7418902897989605
81,18,10,3,0,0,0,1,0,0,0,1,4.512009108461029,0.7116901987283722
72,11,5,2,1,0,0,1,0,0,0,0,4.527175960125156,0.7337489449331817
25,5,1,1,0,0,0,1,0,0,0,0,3.829275070710713,0.8245895036849694
27,7,0,3,0,0,0,1,0,0,0,0,3.930270372293453,0.8265748391534363
135,25,6,4,1,0,0,1,2,0,0,2,4.683815417635673,0.6618535347434502
26,6,0,2,0,0,0,1,0,0,0,0,3.613337314045308,0.7687232537202484
267,22,48,12,0,0,1,1,0,0,0,0,5.213039922252436,0.6467233060807263
89,12,1,2,2,0,0,1,0,0,0,0,4.513640381064617,0.6970083665706156
46,9,0,2,1,0,0,1,0,0,0,0,4.221946673862943,0.7643521893030008
42,9,5,2,0,0,0,1,0,0,0,0,4.282098601752791,0.7941110038633717
276,31,57,2,1,0,0,1,0,0,0,1,5.536506691303111,0.6828007636672998
31,6,0,2,0,0,0,1,0,0,0,0,3.84888461662912,0.7768938442264836
82,12,9,2,0,0,0,1,0,0,0,1,5.1403137420799725,0.8085366408872602
46,7,0,1,1,0,0,1,0,0,0,0,4.091511891254248,0.7407379375490826
21,6,1,1,0,0,0,1,0,0,0,0,3.6304126608739984,0.82653695337375
80,16,0,2,9,0,0,1,0,0,0,0,4.352401301262619,0.688461057439497
23,5,0,2,0,0,0,1,0,0,0,0,3.8820451081368623,0.8581832515721013
54,10,4,2,3,0,0,1,0,0,0,0,4.291265975503147,0.7456733035858488
31,6,0,2,0,0,0,1,0,0,0,0,3.9292144551992183,0.7931083487671454
31,8,0,2,2,0,0,1,0,0,0,0,4.106949132758152,0.8289839310863802
40,8,0,2,1,0,0,1,0,0,0,0,4.006198332810095,0.7527719768816016
56,10,0,2,0,0,0,1,0,0,0,0,4.31835352946378,0.7436007592822902
30,7,0,2,0,0,0,1,0,0,0,0,3.914409345247941,0.7977372368463215
57,11,0,2,0,0,0,1,0,0,0,0,4.313079654812273,0.7394412794237982
74,14,4,2,2,0,0,1,0,0,0,0,4.382770555803612,0.7058222838202578
51,10,0,2,0,0,0,1,1,0,0,0,4.147942872131212,0.7312467986911508
38,6,2,1,0,0,0,1,0,0,0,0,4.5041206053780485,0.8582665430953208
57,8,1,3,0,0,0,1,0,0,0,0,4.166333549959637,0.714282892329875
44,8,0,2,0,0,0,1,0,0,0,0,4.2089873002588005,0.7709570508934016
104,21,4,8,0,0,0,1,0,0,0,1,4.5082528246854965,0.6728293984168885
36,8,1,3,0,0,0,1,0,0,0,0,4.329239931817578,0.8373893104077528
33,7,0,2,0,0,0,1,0,0,0,0,3.8997141947882312,0.7730788083791116
49,9,1,2,0,0,0,1,1,0,0,0,4.094230385665863,0.729197144525115
14,4,0,1,0,0,0,1,0,0,0,0,3.521640636343318,0.9249572757036588
99,10,11,2,0,0,0,1,0,0,0,0,5.250110787312091,0.7919487648937258
49,7,0,2,0,0,0,1,0,0,0,0,4.012597732604639,0.714658075663563
48,8,0,2,0,0,0,1,0,0,0,0,4.306127542695028,0.7710217467241723
202,8,24,2,0,0,0,1,0,0,0,0,5.673792921770765,0.7408770225984963
49,6,0,2,0,0,0,1,0,0,0,0,3.6089817841663527,0.6427726248309938
21,5,1,1,0,0,0,1,0,0,0,0,3.748994803525096,0.853534579282143
102,12,17,1,1,0,0,1,0,0,0,0,4.585326970681087,0.6872054366555512
40,6,0,2,0,0,0,1,0,0,0,0,4.108694969562842,0.7720312819539893
55,11,0,2,2,0,0,1,0,0,0,0,4.103529260115679,0.7097861858545252
62,11,0,2,1,0,0,1,1,0,0,0,4.366366117259868,0.733325857873195
108,22,0,1,1,0,1,1,0,0,0,1,4.5453260222238745,0.6728944073114599
28,6,0,2,0,0,0,1,0,0,0,0,3.994680368408909,0.8309518296808298
50,12,0,2,3,0,0,1,0,0,0,0,4.210881379939833,0.7461000490354293
75,12,0,1,0,0,1,1,0,0,0,1,4.555178110860258,0.7313069037971335
52,10,0,2,0,0,0,1,0,0,0,0,4.15421610287363,0.728753623979786
44,7,0,1,2,0,0,1,0,0,0,0,4.036040925839782,0.739278593042841
43,10,0,2,2,0,0,1,0,0,0,1,4.536388882458135,0.8360058138569729
40,5,0,2,0,0,0,1,0,0,0,0,4.265311532225103,0.8014598198578963
58,15,0,2,0,0,0,1,1,0,0,0,4.087790745764519,0.6978156380439908
30,6,0,2,0,0,0,1,0,0,0,0,3.923231428797621,0.799535133778765
27,6,0,2,0,0,0,1,0,0,0,0,3.8282375018429535,0.8051163145502624
28,6,0,2,0,0,0,1,0,0,0,0,3.556656707462823,0.739836514076338
30,6,3,2,0,0,0,1,0,0,0,0,4.0062389286533895,0.8164516511207366
33,8,1,2,0,0,0,1,0,0,0,0,4.063650847340263,0.805577587949666
43,8,1,2,0,0,0,1,0,0,0,0,4.496032196562563,0.8285685273035291
62,10,0,1,1,0,0,1,0,0,0,0,4.294618036361373,0.7212758552937818
21,5,1,1,1,0,0,1,0,0,0,0,3.880179922675738,0.8834015279845091
24,6,0,2,0,0,0,1,0,0,0,0,3.7406015629507214,0.8158412554873401
466,83,77,2,8,0,0,1,1,0,0,1,5.1406157967000405,0.579930939266228
32,8,4,3,1,0,0,1,0,0,0,0,3.9445488277869583,0.7889097655573917
48,8,0,2,1,0,0,1,0,0,0,0,4.3116413449135775,0.7720090053168376
29,5,0,2,0,0,0,1,0,0,0,0,3.9523029776623857,0.8135690488757453
60,9,4,2,0,0,0,1,0,0,0,0,4.415491538019118,0.7475153748914561
27,6,0,2,0,0,0,1,0,0,0,0,3.81008102052173,0.8012978264550208
25,7,0,2,2,0,0,1,0,0,0,0,3.973660689688186,0.8556812543932266
115,18,0,2,1,0,1,1,0,0,0,1,4.449522121022492,0.6499932200483812
84,17,12,2,1,0,0,1,0,0,0,1,4.861740934322944,0.7605599992575978
69,10,0,1,1,0,0,1,2,0,0,0,4.3549923051884445,0.7129368697797449
59,8,0,2,1,0,0,1,1,0,0,0,4.280888922853063,0.7277152271405386
39,7,5,1,0,0,0,1,0,0,0,1,4.109138039864114,0.777450394446737
37,7,0,1,0,0,0,1,0,0,0,0,3.8278475418785782,0.7347887145192695
436,18,201,2,2,0,0,1,0,0,0,1,4.188691541455742,0.4777148137293872
128,19,25,5,1,0,0,1,2,0,0,1,4.887898001139453,0.6982711430199219
22,6,0,2,0,0,0,1,0,0,0,0,3.5383105956150063,0.7934442992302762
30,5,2,2,0,0,0,1,0,0,0,0,4.123231428797621,0.8402941431968662
110,12,17,2,0,0,0,1,0,0,0,0,4.695783723664637,0.6924545993776771
65,12,0,2,4,0,0,1,0,0,0,0,4.2284699832726425,0.7021274878171683
46,9,0,2,3,0,0,1,2,0,0,0,4.118579554250694,0.7456383375467261
60,10,5,2,1,0,0,1,1,0,0,0,4.322964554947562,0.7318511296216444
74,11,6,3,2,0,0,1,0,0,0,0,4.5827263866432055,0.7380241249591903
39,6,0,2,0,0,0,1,1,0,0,0,4.092342603144792,0.7742726917811984
20,6,0,2,0,0,0,1,0,0,0,0,3.2709505944546686,0.7568267038787733
39,10,0,2,0,0,0,1,0,0,0,0,4.182336834024969,0.7912996326181722
103,15,6,3,5,0,0,1,0,0,0,0,4.522985723178541,0.676435409642286
19,4,0,1,0,0,0,1,0,0,0,0,3.826874881864638,0.9008804575298364
35,7,1,1,1,0,0,1,0,0,0,0,3.976010789042101,0.7751591744707895
32,6,8,2,0,0,0,1,0,0,0,0,3.8431390622295662,0.7686278124459133
76,9,0,2,2,0,0,1,0,0,0,0,4.284645120931556,0.6857706194113712
126,11,0,2,1,0,0,1,0,0,0,1,4.9725706001904335,0.7126803933209708
30,7,0,2,0,0,0,1,0,0,0,0,3.8565647621309536,0.7859487973060646
68,10,0,4,0,0,0,1,0,0,0,0,4.307907975210715,0.7076688741357292
75,13,6,1,5,0,0,1,0,0,0,0,4.36937939946618,0.7014780196015515
27,6,0,2,0,0,0,1,0,0,0,0,4.032303242743952,0.8480333637566101
29,5,0,1,0,0,0,1,1,0,0,0,4.116264615668023,0.8473200327042301
63,10,0,2,2,0,0,1,0,0,0,0,4.229452400667301,0.7075881429007598
19,6,3,2,0,0,0,1,0,0,0,0,3.5766176449086657,0.8419676733158938
75,10,0,2,0,0,0,1,0,0,0,0,4.233288651525907,0.6796294549374485
19,6,0,2,0,0,0,1,0,0,0,0,3.286629486786196,0.7737018761230902
58,9,0,3,0,0,0,1,0,0,0,0,4.22616715178112,0.7214374978847273
30,6,6,2,0,0,0,1,0,0,0,0,3.777747162910945,0.7698861609614621
35,8,1,2,0,0,0,1,0,0,0,0,4.014438730983427,0.7826510484450616
59,12,0,2,1,0,0,1,0,0,0,0,4.240374354623179,0.7208280902039741
63,13,5,2,3,0,0,1,0,0,0,0,4.115117425449896,0.6884598811026309
28,6,0,2,0,0,0,1,0,0,0,0,4.039148671903071,0.8402018859415249
56,9,6,2,0,0,0,1,0,0,0,0,4.432467092420265,0.7632505937573724
123,18,14,5,0,0,0,1,2,0,0,1,4.796486535491716,0.6908860661080232
39,5,1,2,0,0,0,1,0,0,0,0,4.057855988582063,0.7677478119074104
26,6,0,2,0,0,0,1,0,0,0,0,3.738149333192866,0.7952765182299183
58,8,0,2,0,0,0,1,0,0,0,0,4.223601899964275,0.7209995907254212
52,7,0,2,0,0,0,1,0,0,0,0,4.183250237572225,0.733846938905334
77,10,39,1,0,0,0,1,0,0,0,0,4.355393399269789,0.6949962905209845
24,5,0,2,0,0,0,1,0,0,0,0,3.8868421881310113,0.8477369635018085
23,6,0,2,0,0,0,1,0,0,0,0,3.762267390651494,0.831704622861161
32,7,0,2,0,0,0,1,0,0,0,0,3.890319531114783,0.7780639062229566
62,10,1,2,3,0,0,1,0,0,0,0,4.423650294425889,0.7429466654817872
48,9,0,2,2,0,0,1,1,0,0,0,4.464661719245795,0.7994076448444009
58,8,5,2,0,0,0,1,0,0,0,1,4.743684607488078,0.8097814949269517
55,10,0,2,2,0,0,1,0,0,0,0,4.092380568259549,0.7078578000753029
52,9,2,1,0,0,0,1,0,0,0,1,4.541503900708585,0.7966936105394979
41,9,0,2,3,0,0,1,1,0,0,0,4.106717553029199,0.7665287335501932
34,6,0,2,0,0,0,1,0,0,0,0,3.6793951065171857,0.7232279077664783
22,6,0,2,0,0,0,1,0,0,0,0,3.299896391167891,0.7399813862772641
33,6,0,1,0,0,0,1,0,0,0,0,3.9912157102019847,0.791218056274633
47,8,0,2,1,0,0,1,0,0,0,0,4.238114320168547,0.7629933435826706
25,7,0,3,0,0,0,1,0,0,0,0,3.7230741894285697,0.8017203886774922
79,12,7,2,2,0,0,1,0,0,0,0,4.400061648481551,0.6980035988329606
45,9,0,1,0,0,0,1,0,0,0,0,4.188982196705438,0.7627629733040431
34,7,1,2,1,0,0,1,0,0,0,0,4.17512313511346,0.8206690182109213
126,18,23,4,1,0,0,1,2,0,0,1,4.785950709738298,0.6859335962169033
32,8,0,2,1,0,0,1,0,0,0,0,3.8820488277869583,0.7764097655573916
26,7,1,2,0,0,0,1,0,0,0,0,3.5654483718208256,0.7585350702531449
94,11,22,3,1,0,0,1,1,0,0,0,4.696490816091492,0.7165195136365314
105,15,0,2,1,0,0,1,0,0,0,1,4.502720847506766,0.6706220133981511
50,8,0,2,0,0,0,1,0,0,0,0,4.223981820580906,0.7484212351536736
110,23,6,2,14,0,0,1,0,0,0,0,4.3554149077289726,0.6422627749775
167,21,26,1,0,0,0,1,1,0,0,1,5.435932779015547,0.7362067281806235
38,9,0,2,1,0,0,1,0,0,0,0,4.201231789474708,0.8005506514166663
39,7,1,1,2,0,0,1,0,0,0,0,4.2849009365890725,0.8107047976968256
66,10,0,2,2,0,0,1,0,0,0,0,4.303578164970861,0.7119949626030737
111,20,7,2,10,0,0,1,0,0,0,0,4.489355146527501,0.6607418849295633
48,8,2,2,1,0,0,1,0,0,0,0,4.327368167875317,0.7748249280664906
47,9,0,3,0,0,0,1,0,0,0,0,4.205101150289965,0.7570499388122867
21,6,4,2,0,0,0,1,0,0,0,0,3.4273334938982645,0.7803018689232146
326,35,62,2,6,0,1,1,1,0,0,1,5.672838154276628,0.6794853119515782
38,6,0,2,0,0,0,1,0,0,0,0,4.0407090139455,0.7699628098129099
29,6,0,2,0,0,0,1,0,0,0,0,4.1852301329094015,0.8615163659773635
34,8,0,3,1,0,0,1,0,0,0,0,3.929107606389923,0.772311804330402
110,16,0,2,9,0,0,1,0,0,0,0,4.238622359184686,0.6250401893194414
74,15,11,2,1,0,0,1,0,0,0,1,4.6882584327872125,0.7550195092434425
34,5,0,2,0,0,0,1,0,0,0,0,4.160704752887782,0.8178349174664854
27,7,0,3,0,0,0,1,0,0,0,0,3.976385649991103,0.8362733394179888
58,10,0,2,2,0,0,1,0,0,0,0,4.079385900367718,0.6963808697503089
41,8,0,2,0,0,0,1,0,0,0,0,4.101216028902793,0.7655018608065104
40,6,6,2,0,0,0,1,0,0,0,0,4.134183719779189,0.7768206646291955
49,7,0,2,1,0,0,1,0,0,0,0,4.311152640422816,0.7678317776191669
39,6,0,2,0,0,0,1,0,0,0,0,4.038499898783,0.7640856327585868
22,6,2,2,0,0,0,1,0,0,0,0,3.663532754804255,0.8215245950836552
39,7,0,2,1,0,0,1,0,0,0,0,4.079772731460867,0.7718944675395188
40,8,0,1,1,0,0,1,0,0,0,0,4.275070520364182,0.8032935515365439
32,6,0,2,0,0,0,1,0,0,0,0,3.866729296672175,0.7733458593344349
60,9,10,2,1,0,0,1,0,0,0,0,4.710649970428229,0.7974838697588821
21,7,10,3,0,1,0,1,0,0,0,0,3.52257158913636,0.8019847497514959
38,8,0,2,0,0,0,1,0,0,0,0,4.290966250901473,0.8176496797848922
21,5,3,1,0,0,0,1,0,0,1,0,3.844232898763192,0.8752174601104243
76,10,9,4,1,0,0,1,2,0,0,0,4.497459586605988,0.7198322286756468
64,11,0,1,1,0,0,1,0,0,0,0,4.217595799344165,0.7029326332240275
64,13,1,4,3,0,0,1,1,0,0,0,4.134373587245974,0.6890622645409956
43,8,0,1,1,0,0,1,0,0,0,0,3.998728057370606,0.7369209277718216
34,6,0,2,0,0,0,1,0,0,0,0,3.9176264438733583,0.7700550482862157
55,9,2,2,0,0,0,1,0,0,0,0,4.49056483243937,0.7767316089905872
30,6,0,1,0,0,0,1,0,0,0,0,3.989898095464288,0.8131214702514654
79,18,0,2,2,0,0,1,1,0,0,0,4.302880433249068,0.6825872607471879
58,9,3,2,1,0,0,1,0,0,0,0,4.204254323388026,0.7176968185600043
23,5,0,2,0,0,0,1,0,0,0,0,3.8820451081368623,0.8581832515721013
45,10,0,1,1,0,1,1,0,0,0,1,4.413423651596768,0.8036310466036238
114,15,29,2,2,0,0,1,0,0,0,0,4.851953119458865,0.7100879875719721
27,6,0,2,0,0,0,1,0,0,0,0,3.81008102052173,0.8012978264550208
127,18,17,4,1,0,0,1,2,0,0,1,4.684556674627415,0.670305913714223
34,7,0,2,1,0,0,1,0,0,0,0,4.079678649882975,0.8019082944063955
131,20,8,1,1,0,0,1,0,0,0,1,4.820739224276873,0.6854044216056816
38,7,4,2,0,0,0,1,0,0,0,0,4.273728829005326,0.8143650646959851
49,11,0,2,4,0,0,1,0,0,0,0,4.132481466909276,0.7360097995518932
127,18,5,1,2,0,0,1,2,0,0,0,4.499657744066961,0.6438490139043888
35,8,1,1,2,0,0,1,0,0,0,0,4.307714802597438,0.8398278645117813
28,6,0,2,0,0,0,1,0,0,0,0,3.9677201004744993,0.8253437003932027
24,6,0,2,0,0,0,1,0,0,0,0,3.657268229617389,0.7976658978218791
97,18,5,1,1,0,1,1,0,0,0,1,4.701242838584812,0.7123189276885783
28,6,0,2,0,0,0,1,0,0,0,0,4.012188403968661,0.8345937566538978
63,12,3,4,2,0,0,1,0,0,0,0,4.181479480487738,0.6995622647766726
61,11,8,2,1,0,0,1,0,0,0,0,4.4470735102839045,0.7498348446689661
36,5,0,2,0,0,0,1,0,0,0,0,4.037844793048882,0.7810257966841684
125,20,11,2,5,0,0,1,0,0,0,0,4.678963157893022,0.6717065827311935
45,8,1,1,0,0,0,1,1,0,0,0,4.119087818311512,0.7500360526876417
58,10,0,2,0,0,0,1,0,0,0,0,4.223325823567663,0.7209524624747762
41,5,0,2,0,0,0,1,0,0,0,0,4.129148883237589,0.7707155954208862
72,9,0,2,0,0,0,1,1,0,0,0,4.214589329199092,0.6830859902209295
44,9,6,3,0,0,0,1,0,0,0,0,4.215002357224491,0.7720588243720099
23,5,0,1,0,0,0,1,1,0,0,0,3.936180434129755,0.8701506627668139
25,7,0,2,0,0,0,1,0,0,0,0,3.7034651896016473,0.7974978204011318
22,6,1,2,0,0,0,1,0,0,0,0,3.7544418457133455,0.841910397285253
20,5,3,1,0,0,0,1,0,0,0,0,3.884183719779189,0.8987154886667355
37,7,0,2,0,0,0,1,0,0,0,0,3.857045257053065,0.74039347055128
22,6,0,2,0,0,0,1,0,0,0,0,3.447401504705915,0.7730584970286782
59,9,2,2,0,0,0,1,0,0,0,0,4.624357778895273,0.7861020531233713
43,7,0,4,0,0,0,1,0,0,0,0,4.175696440497044,0.769534224602406
33,7,0,2,0,0,0,1,0,0,0,0,4.051821770808045,0.8032325934364852
61,11,5,1,3,0,0,1,0,0,0,0,4.465424583706261,0.7529290760229881
52,7,0,1,1,0,0,1,0,0,0,0,4.051428065028507,0.7107220259053408
126,18,24,4,1,0,0,1,2,0,0,1,4.78196556036753,0.685362435332653
81,13,0,1,1,0,0,1,0,0,0,0,4.1948413989337325,0.661662562525152
38,7,0,2,0,0,0,1,0,0,0,0,3.8725416580096272,0.7379182826152534
32,6,0,2,0,0,0,1,0,0,0,0,3.902518266288633,0.7805036532577266
77,11,0,2,0,0,0,1,0,0,0,0,4.367073151411327,0.6968600451048836
42,6,0,2,0,0,0,1,0,0,0,0,3.673726721174378,0.6812890327367337
44,7,0,1,0,0,0,1,0,0,0,0,4.032820256519866,0.7386886654560716
26,6,0,2,0,0,0,1,0,0,0,0,3.8441065448145375,0.8178184968479476
42,8,0,2,0,0,0,1,0,0,0,0,4.392932459658829,0.8146650345734042
29,6,0,2,0,0,0,1,0,0,0,0,3.788341339656749,0.7798180650472606
47,7,5,1,0,0,0,1,0,0,0,0,4.738322298984015,0.853046449613082
71,11,0,2,1,0,0,1,0,0,0,0,4.206715471924381,0.6840469030965947
30,7,0,1,2,0,0,1,2,0,0,0,3.831401845392172,0.78082071950435
68,14,12,2,1,0,0,1,0,0,0,0,4.575786554199292,0.7516738374471037
213,16,76,2,0,0,0,1,1,0,0,1,4.663949853713906,0.6029896509001366
53,10,0,2,4,0,0,1,1,0,0,0,4.072286379811229,0.7109537243253798
36,6,0,2,0,0,0,1,0,0,0,0,4.0067499186387785,0.7750112269560913
188,15,90,3,0,1,0,1,1,0,0,1,4.69310449386384,0.6212256664135533
126,15,47,2,4,0,0,1,0,0,0,1,4.819885997577591,0.6907972806629001
30,6,0,2,0,0,0,1,0,0,0,0,3.964735178725505,0.8079933924497508
60,12,5,1,2,0,0,1,0,0,0,0,4.43624341298306,0.7510285388189156
126,15,47,2,4,0,0,1,0,0,0,1,4.87556410394818,0.6987771964726502
41,8,0,2,0,0,0,1,0,0,0,0,4.015611760504575,0.7495236176976372
73,10,2,2,3,0,0,1,0,0,0,0,4.212584403421609,0.6805660424378539
37,7,0,3,0,0,0,1,0,0,0,0,4.026360459931184,0.7728950001734148
63,10,0,1,0,0,0,1,0,0,0,0,4.163965146396305,0.6966321135514347
29,6,0,2,0,0,0,1,0,0,0,0,3.9952378913808864,0.8224070648666608
50,10,3,2,1,0,0,1,0,0,0,1,4.613660689688186,0.8174660258082056
41,10,0,2,3,0,0,1,0,0,0,0,4.037089431754239,0.7535324768241844
51,6,18,1,0,0,0,1,0,0,0,0,4.436747890821419,0.7821606496947553
64,9,3,2,0,0,0,1,0,0,0,0,4.20195839910992,0.7003263998516532
61,10,0,2,2,0,0,1,0,0,0,0,4.2168793466778975,0.7110210934431193
33,6,0,1,0,0,0,1,0,0,0,0,3.930609649595924,0.7792035191127809
31,7,0,2,1,0,0,1,0,0,0,0,3.9937305842314768,0.8061308704821196
129,20,22,5,1,0,0,1,2,0,0,1,4.732509521139322,0.6749901762888486
29,6,0,2,0,0,0,1,0,0,0,0,3.512479270691232,0.723032731954727
36,6,0,2,0,0,0,1,0,0,0,0,3.927451224964519,0.7596727658271316
84,16,9,2,7,0,0,1,0,0,0,0,4.538284246065724,0.7099591503221875
124,18,19,4,1,0,0,1,2,0,0,1,4.740559775036876,0.6816833410291159
42,7,0,2,0,0,0,1,0,0,0,0,4.157214970851921,0.7709514564722401
31,7,0,2,1,0,0,1,0,0,0,0,3.937751955408587,0.7948316353861009
29,6,0,2,0,0,0,1,1,0,0,0,3.784897702756408,0.7791092032991817
30,6,0,2,0,0,0,1,0,0,0,0,3.989898095464288,0.8131214702514654
23,6,0,2,0,0,0,1,0,0,0,0,3.729446194905256,0.8244490141030472
36,8,0,2,0,0,0,1,0,0,0,0,3.8847954873731343,0.7514220199111881
26,6,0,2,0,0,0,1,0,0,0,0,3.873140679513133,0.8239953944234104
33,5,0,1,0,0,0,1,0,0,0,0,4.066677073707229,0.8061775066505766
131,13,57,1,0,0,0,1,0,0,0,0,4.702642468650772,0.6686136277631549
51,9,10,3,2,0,0,1,0,0,0,0,4.509989802458862,0.7950725713547039
43,8,0,2,0,0,0,1,0,0,0,0,4.22220806840402,0.7781057982372296
25,7,0,2,0,0,0,1,0,0,0,0,3.893660689688186,0.8384541920702908
40,8,0,1,1,0,0,1,1,0,0,0,4.081687083026442,0.7669564507922632
137,19,6,2,2,0,0,1,0,0,0,1,5.290637266720948,0.7453667727737672
28,5,0,1,0,0,0,1,0,0,0,0,3.9407598325400897,0.8197355711055756
23,7,0,3,0,0,0,1,0,0,0,0,3.5555331514269954,0.7860029741973944
134,19,46,2,7,0,1,1,0,0,0,0,4.964692972572057,0.7026083083237197
69,8,5,4,0,0,0,1,0,0,0,0,4.498472515766562,0.7364253916958532
55,10,1,2,0,0,0,1,0,0,0,0,4.130979714739806,0.7145342824934371
33,7,0,1,0,0,0,1,0,0,0,0,3.858957286668643,0.7649991644902293
44,8,0,2,1,0,0,1,0,0,0,1,4.217859107657963,0.7725820932089562
132,12,4,2,0,0,0,1,0,0,0,1,5.377505627696724,0.7633737602669034
